author,text,label
@muhammadirfanardiansyah6469,harus tunjukin orang tua nih soalnya ini pc buat ngetik buat kerja gitu kan,neutral
@anggungbimo5287,setelah melihat video ini saya jadi sangat yakin untuk beli produk yang ada divideo ini terlihat hasilnya yang sangat memuaskan dan elegan maka dari itu saya ingin langsung pergi ke toko dan beli kapal api spesial mix,positive
@petrusvsiahaan7734,rakit gampang bang kabel bikin pening males liatnya kyk sarang uler kekeke,negative
@irfan_la22,bang davidpas ngebacain spek hpterkejut di dalam hati ketawa,negative
@sahabatmotivasihijrah,momen asmr david nyeruput kopi malah kaya suara cepirit,neutral
@nanadaime2584,thx banget ko erwin udah menyatukan duo tergokil ini sehat dan succes selalu ko erwin,positive
@mikaelinufamily5145,review nya detail banget semoga bisa lebih berhati lagi buat yang cari hp murah dengan begini kita dapat edukasi biar tidak sembarangan dlam membeli hp murah,positive
@NakamataXTX,fyi starlink ini bukan internet langit ya di indonesia ada ground station nya yang masih menggunakn kabel fiber optik jadi satelitnya berfungsi mirip seperti router sesuai penjelasannya pak onno indonesia jg sebenarnya sudah ada satelit seperti ini namanya lapan a dan masih beroperasi sampai sekarang,neutral
@nusakoro3267,pc k gta v dapet fps laptop juta ku adios,neutral
@kamshorymt,kalau yang suka microcontroller hp beginian cocok dijadikan bahan eksperimen jadi kalau harus rusak ya ga rugi banyak,positive
@ayampelungmojokertoapemman720,salut dengan review jujur spt itubiar orang lain nggak nyesel,positive
@huseinagustrian5323,youtuber yang di harapkan masyarakat iya seperti david kalau hp bagus maka david ucung kan jempol kalau hp tidak bagus maka david bilang sampah penjabaran seperti itu yang selalu di harapkan masyarakat,positive
@yogaajiputra7482,sumpah ini inovasi bagus banget buat militer atau tni yang sedang di pelosok mungkin kayak papua dll yang akses internet untuk komunikasi atau sumber informasi masih terbatas ini sangat membantu banget nice lah indonesia mau kerjasama sama space x buat starlink ini,positive
@oziefauzi,backsound nya enak nielanjutkan bro,positive
@pingkycong408,serasa kembali ke jaman smartfren di root roomnya di castom versi karnel di build wkw aslinya h itu cuma icon hnya di ganti ke g alias g tempelan wkwk,neutral
@hisyammubarak90,me laptop jtan cuman bisa gta iv kudet tech modal rb bisa gta v v,neutral
@ayamgoyeng652,wow videonya udah lebih dari jt viwes apakah jt orang yang ingin main gta pubg tapi budget tipis tapi jujur saja saya pun masih sering menonton ini,positive
@dendybalarainhard6786,liat bang david banting chargernya bikin ngakak,positive
@Fhast31,akhirnya video dengan durasi yang panjang,negative
@Ntunk,lunar year itu ada karena lahirnya coki pardede ke muka bumi ini buat kalian yang merayakannya berterimakasihlah kepada paman coki,positive
@KudetTech,mohon maaf untuk ketidaknyamanannya karna kualitas audio kurang begitu bagus,negative
@TechJawir,yang beginian mungkin hasil rakitan suatu umkm rumahan di cina sana tinggal beli sparepart yang murahmurah terus dirakit di rumah dikasih bungkus seadanya terus dijual dah mungkin di kota besar jarang yang beli ya tapi di pelosok daerah mungkin banyak yang tergiur dengan harganya yang murah,negative
@tenorahmawan8242,duo yang sangat luar biasa harus segera comeback ini,positive
@uputhdkw6789,review infinix gt pro dong bang david,positive
@John83313,buat daerah pedalaman terpencil perbatasan provider ini sangat membantu kang elon tau aja kondisi yang dinginkan org di pedalaman lebih berguna dibanding kementerian yang tupoksinya khusus berurusan hal seperti ini,positive
@Abi_Ibrahim,jadi inget perkataan almarhum koh steven smoga allah merahmatinya dia berkata kerja itu nungguin waktu sholat dan hidup itu nungguin waktunya wafat apapun pekerjaanmu jangan pernah tinggalkan sholat insyaallah sholat adalah syafaat,positive
@rizaladitya301,tahan berapa lama tuh bang klo sekitar jam kira over heat g,negative
@dvnyt2408,bismillah otw ikutin bang link pembelian jangan di hapus ya bang,neutral
@buwannn.9911,asli mood bgt liat lu lempar casan nya bg,negative
@Ariezz_82,semoga pihak xiaomi juga mau menindak tegas terhadap oknum yang sengaja meniru menjiplak produknya dengan kualitas abal,negative
@stylish_pengu,people gak bisalah buat pc hanya ribu kudet tech hold my fruit tea,negative
@oekope,angkat jempollll next rakit pc gocappp,neutral
@KAK_PAN,dengan ini saya nyatakan pexio lindy logitech philips msi adalah brand yang produknya bakal saya borong kalo udah monet ntar,neutral
@Roy-kn6cr,njir an rebu cuma dapat psu doang lah ni se isi nya,negative
@ayenarain7804,baru ini beneran gayanya si david bikin ketawa,positive
@mirvanalmarido2706,sampe gemeter bang david liat spesifikasinya,positive
@pradiparouf5577,sebenarnya banyak banget hp model begini bangterutama di online shop dan pembelinya banyak karena harga murah dan iming kualitas bagustapi isinya custom semuanon realfakeram realnya mbgb ratakamera mpkamera belakang real cuman jaringan gada yang pkai spyware jugaini yang bnyk orng blm taudari pada beli hp beginilebih baik beli advansaran aja karena kualitas bener jelek dr pd super kwuntuk baterai juga akan cepat panas kalau sering di charger dan membuat si hp langsung rusakumur blnhp model begini banyak resikonya kalau di gunakan untuk jangka panjanglebih bagus untuk pajangan sajaada hargaada kualitas,negative
@keymineIDN,ada harga ada kualitas ini kata yang akan selalu ku pegang,positive
@allanmd2462,memana mungkin ribu maen gta v attamungkin banget dong kudet techmaaf salah server mas,negative
@shuvira6610,nah sering om ded konten seperti ini fancooler powerbank headphone sangat membantu bagi kami yang bingung memilih kita pasti selalu memilih sumber yang kredibel dengan data yang akurat adapun beberapa opini sendiripun manut lah,positive
@valdyjelek5684,semoga pemerintah memberikan ini alat ke pelosok indonesia karna pasti sangat membantu lokasi yang gak menjangkau jaringan provider amin,positive
@ekosetiabudi6216,sangat membantu utk tenaga kesehatan dan petugas lapangan di daerah terpencil terutama di indonesia bagian tengah dan timur,positive
@areldcookie5581,bagus bang david you finally represent all of us tech enthusiast tech lover to give awareness to the public,positive
@wymuhri,liat bang david lempar chargernya puas banget gua kira akhir video lanjut lempar hpnya,positive
@erikdarmawan8535,alhamdulillah semoga makin banyak startup content creator dan bisnis dari desa ini baru aplikasi sila ke internet murah buat rakyat,positive
@riyan_prof,kayaknya di tambang juga masih bisa pake kabel yang di extend jadi antenanya taruh diluar routermodemnya dibawa ke dalam tambang kalau di dalam goa,neutral
@bubbudfw,astaga ngakak trs liat unboxing jujurnya bang david antara kasian sama para pembeli n heran dengan effort nya si pabrik plus penjual kok tega bgt,negative
@daffapradana2956,ngeliat video ini pc jtan ku ter pencundangi,negative
@sciencetechid6890,awalnya nonton cara rakit pc di kios komputer alhamdulillah sekarang udah ngertisaya nonton video kios komputer lebih dari baru ngerti itu rakitan pc intelkemudian untuk memahami lebih dalam lagisaya nonton cara merakit pc gaming by miawaugdi sana saya mulai kebingungankenapa cara rakit pc nya agak berbeda yaternyataitu adalah pc rakitan amdpantes proses rakit nya agak berbedakemudian saya belajar terus di dunia youtube sekitar bulandan di sana aku paham betul cara merakit pcdan istilah seperti overheatingoverclockbottleneck dll tapi masih ada ilmu yang ketinggalan masih tidak tau cara memasang kabel sata,positive
@nicovinn411,never seen an ads sneak in soo smoothly in a gadget review before great review anyway,positive
@ghaida_alt5082,collab diluar nalar indonesia memang luar biasa orang rasis orang bekas candu gak ada akhlak sama orang chinese jokesnya diluar nalar,negative
@Faceruner,saya suka dengan konten seperti ini karena banyak membantu orang yang tidak ngerti agar tidak tertipu dengan hp canggih yang harga nya murah dan tidak masuk akal,positive
@nippon1158,tiati di genjutsu,positive
@gusjemsofficialchannel4859,sehat slalu bro david review paling santai,neutral
@backupfotofutuyusuf3239,the intro aged well,negative
@AndikaAmir,mntap kk cocok sekali di pakai di papua sini karna masih bnyk daerah yang kekurangan jaringan,positive
@NineBornMena,unsubscribe ah parah content creator skrg malah ngerekomendasikan barang barang refurbish yang banyak masalah dari segi barang yang mudah rusak claim garansi kocak udah x tuker barang masih aja dapet barang rusak semangat ngontent nya bang,negative
@caktoro15,saya sangat respect dan setuju banget untuk para youtuber yang mengulas hphp murahan dan mencurigakan sebelum banyak orang yang kecewa membelinya sayang nya gadgetin agak terlambat mengulasnya,negative
@RifqiMuttaqin20,papua seneng sekali ini akhirnya bisa push rank warga papua pedalaman,positive
@sanquin789,menarik untuk daerah pedalamanperbatasan seperti di tempat saya,positive
@RedaSaragi,duet coki muslim ditemukan di tempat yang tidak terduga,neutral
@joker_phx327,karena dulu gua pernah make hp advan gua tau persis sistem software nya dan hp yang di review bang david ini interface softwarenya udah sama persis dengan hp advan gua sih menduga orang yang ngejual itu teknisi yang mahir dalam oprekoprek software ampe bisa ubah ubah namanya kyk gitu ya hebat bgt sih cuma yang gua sayangkan karena banyak yang beli hpnya takutnya sih gak aman ya takut meledak ato gimana coba deh bang david buka stiker lambang baterai yang ada di baterai situ kalo beruntung ya bisa di liat merek hp sesungguhnya yang ada disitu,negative
@ceritakucingabc1619,bang david mah gak rugi beli hp sejuta dapet adsence juta,positive
@dimasprayoga5307,sama kek sodara gw kemaren malah beli leiga y yang lawak itu ram nya gb tapi internalnya cuman gb,negative
@idhan1840,ku kira warga tiktok itu paling revolusioner paling up to date tentang segala hal karna mereka selalu merasa kaya gitu tapi sama ginian masih tertipu,negative
@freshkaap2509,itu mah seperti ram mb dan rom gb,negative
@fakazama7329,blum nonton udah excited,positive
@kenbolima4154,ini yang aku suka sama bang david klau ngomong slalu jujur gak ngejebak org yang gak ngerti handphone,positive
@penggunayoutube3710,k pc geming golongan kami v,positive
@tweakerso9772,channel ini membuktikan kalo cokmus butuh gtid utk permonitoran chuakss,neutral
@awansetiawan805,hp receh tapi bikin bang david trending,positive
@muhammadramadhan3086,rekomenin hdc kalau pengen susah hebat bang david ngasih rekomendasi bagi yang pengen susah,positive
@rendimulyadi,manteb plus minus ada semua masalah powerbank tetap bisa di cooler peltier selama menggunakan watt yang sesuai tapi emang jauh lebih irit kipas tapi selama ini nyobain hasilnya pelier selalu lebih oke hasilnya jadi penggunaan harian gua prefer peltier setuju pake banget harus tau resiko pemakaian n pelajarin dulu jgn hp kaya redmagic yang ada kipas dikasih peltier lagi auto ngembun jadi ya harus bijak pemakaiannya kalau buat yang suka ketiduran bisa pakai yang ada timer atau yang ada ntc di hpnya biar lebih aman tapi untuk hasil pengujian selama ini cooler kipas sayangnya belum ada yang hasilnya lebih baik dari peltier,positive
@Reinzlr,makasih bang david saya sangat antusias sekali kalo ada channel besar yang bikin konten edukasi kayak gini,positive
@sevensan7,fs harga rb kipas batrai mah tahan jam mode speed type c ada indikator lampu klo udh selesai di cas,neutral
@kenzu2459,bang gimana cara rakit pc tanpa casing plss bikin tutornyy,neutral
@josephandrew9513,mau tahu spek aslinya chipset mtk tahun ram gb rom gb battery lion mah android camera spek camera network g,neutral
@stolenchick6005,hp model kayak gini banyak banget ditemuin di marketplace kak waktu itu lagi liatliat samsung terus muncul rekomendasi hp oppo eh pas baca lebih teliti ternyata qppq,negative
@abimid6826,fix kena virus cacing kepanasan v,neutral
@KeroncongDinihaRi,buat video dong bang tutorial rakit pc tanpa casing,neutral
@gamingkentang9600,asli di sini ada jumpscare nya seneng banget ane bang liat bang david lempar charger yang gak bermutu,positive
@reddiest2259,warnet tempat gw dengan budget pc jtjt maen csgo msih dpet fps kudet tech hold my komponen,neutral
@kjfguitar184,kombinasi cokmus mmg dah pas sayangnya tidak duet lgi sayang bgt thx dah tayangin duet mereka wkwkwk,positive
@LookyJi,kenapa ga dijualin ajah bang abis dirakit terus dijualin kan lumayan untung,positive
@amv4565,join lah wahai kentang lovers  rekomen ed bangen nih v,positive
@youtubeaccount1598,penjual nya ketawa kali liat orang pada beli nih hp,negative
@azizfukiyamathesolister1799,gua g kebayang kalo mereka review barang elektronik bareng bang david gadgetin,negative
@ekojanuardi3947,intinya jadilah pembeli yang cerdas dan bijak jangan tergiur diskon spek wah harga kos kosan mestinya patut curiga dan lebih penting belilah barang yang sni garansi resmi ada kualitas jaminan tentu ada harga yang sepadan dan spek yang mumpuni,positive
@FmsT01,cara ngehidupin pc tanpa cassing gampang kalian beli tespen lalu tespennya tempelkan dengan panel power sw dah nyala simpel kan,neutral
@aiyulee6366,sy yang di indonesia timur dinas ini ngeliat starlink bakal bantu bgt terutama di puskesmas sm sekolah emg krena kepulauan itu susah bgt bngun infrastruktur tower gitu klo langsung tembak satelit gini gampng bgt soalny bnyak tanah lapang keren gila,positive
@avriieteror983,selain nonton david dapet ilmukita juga ter edukasi mana yang benar mana yang salahdan mana yang seharusnya,positive
@randangbalado,hp nya diiket karet bang,neutral
@yudiekasaputera7045,ngakak ngeliat pas bang david buang kepala charger nya yang ringan banget,negative
