author,text,label,text_clean,text_tokenized,text_cleaned_slang,text_cleaned_stopword,text_stemmed_mps,text_lemmatized_nlp-id
@budiwiji,saya paling suka konten ini mereview ttg gadget yang bikin penasaran orangjadi kita bisa tau bagus tidaknya suatu barang,positive,saya paling suka konten ini mereview ttg gadget yang bikin penasaran orang jadi kita bisa tau bagus tidaknya suatu barang,"['saya', 'paling', 'suka', 'konten', 'ini', 'mereview', 'ttg', 'gadget', 'yang', 'bikin', 'penasaran', 'orang', 'jadi', 'kita', 'bisa', 'tau', 'bagus', 'tidaknya', 'suatu', 'barang']","['saya', 'paling', 'suka', 'konten', 'ini', 'mereview', 'tentang', 'gadget', 'yang', 'bikin', 'penasaran', 'orang', 'jadi', 'kita', 'bisa', 'tau', 'bagus', 'tidaknya', 'suatu', 'barang']","['suka', 'konten', 'mereview', 'gadget', 'bikin', 'penasaran', 'tau', 'bagus', 'tidaknya', 'barang']",suka kontan gemeresik gadget bikin penasaran tau bagus tidak barang,"['suka', 'konten', 'mereview', 'gadget', 'bikin', 'penasaran', 'tau', 'bagus', 'tidak', 'barang']"
@oniiichan199,ngakak di akhir buat temen klo iya mau beli hp usahakan kumpulkan informasi dri youtube atau channel termasuk bang david mantap dah aku selalu kesini klo iya ada tmen minta rekomend hp antara carikan atau kasih channel bang david,positive,ngakak di akhir buat temen klo iya mau beli hp cobakan kumpulkan informasi dri youtube atau channel termasuk bang david mantap dah aku selalu kesini klo iya ada tmen minta rekomend hp antara carikan atau kasih channel bang david,"['ngakak', 'di', 'akhir', 'buat', 'temen', 'klo', 'iya', 'mau', 'beli', 'hp', 'cobakan', 'kumpulkan', 'informasi', 'dri', 'youtube', 'atau', 'channel', 'termasuk', 'bang', 'david', 'mantap', 'dah', 'aku', 'selalu', 'kesini', 'klo', 'iya', 'ada', 'tmen', 'minta', 'rekomend', 'hp', 'antara', 'carikan', 'atau', 'kasih', 'channel', 'bang', 'david']","['mengakak', 'di', 'akhir', 'buat', 'teman', 'kalo', 'iya', 'mau', 'beli', 'hp', 'cobakan', 'kumpulkan', 'informasi', 'dari', 'youtube', 'atau', 'channel', 'termasuk', 'bang', 'david', 'mantap', 'deh', 'aku', 'selalu', 'kesini', 'kalo', 'iya', 'ada', 'teman', 'meminta', 'rekomend', 'hp', 'antara', 'carikan', 'atau', 'kasih', 'channel', 'bang', 'david']","['mengakak', 'teman', 'kalo', 'iya', 'beli', 'hp', 'cobakan', 'kumpulkan', 'informasi', 'youtube', 'channel', 'bang', 'david', 'mantap', 'deh', 'kesini', 'kalo', 'iya', 'teman', 'rekomend', 'hp', 'carikan', 'kasih', 'channel', 'bang', 'david']",akak teman kalau iya beli hp coba kumpul informasi youtube channel bang david mantap deh sini kalau iya teman rekomend hp cari kasih channel bang david,"['kakak', 'teman', 'kalo', 'iya', 'beli', 'hp', 'coba', 'kumpul', 'informasi', 'youtube', 'channel', 'bang', 'david', 'mantap', 'deh', 'kesini', 'kalo', 'iya', 'teman', 'rekomend', 'hp', 'carik', 'kasih', 'channel', 'bang', 'david']"
@thalez8040,yg ane perhatiin di negara laen kalau ada brand ngasih harga barang kemahalan pasti langsung ada kompetitor ngisi buat ngasih harga lebih murah konsumen untung brand jadi kompetitif di konoha mah beda bang kalau tidak monopoli ya kartel harga kemahalan ya wasalam buat konsumen market konoha emang luar biasa,positive,yg ane perhatiin di negara laen kalau ada brand ngasih harga barang kemahalan pasti langsung ada kompetitor ngisi buat ngasih harga lebih murah konsumen untung brand jadi kompetitif di konoha mah beda bang kalau tidak monopoli ya kartel harga kemahalan ya wasalam buat pasar konsumen konoha emang luar biasa,"['yg', 'ane', 'perhatiin', 'di', 'negara', 'laen', 'kalau', 'ada', 'brand', 'ngasih', 'harga', 'barang', 'kemahalan', 'pasti', 'langsung', 'ada', 'kompetitor', 'ngisi', 'buat', 'ngasih', 'harga', 'lebih', 'murah', 'konsumen', 'untung', 'brand', 'jadi', 'kompetitif', 'di', 'konoha', 'mah', 'beda', 'bang', 'kalau', 'tidak', 'monopoli', 'ya', 'kartel', 'harga', 'kemahalan', 'ya', 'wasalam', 'buat', 'pasar', 'konsumen', 'konoha', 'emang', 'luar', 'biasa']","['yang', 'ane', 'perhatikan', 'di', 'negara', 'lain', 'kalau', 'ada', 'brand', 'mengasih', 'harga', 'barang', 'kemahalan', 'pasti', 'langsung', 'ada', 'kompetitor', 'ngisi', 'buat', 'mengasih', 'harga', 'lebih', 'murah', 'konsumen', 'untung', 'brand', 'jadi', 'kompetitif', 'di', 'konoha', 'mah', 'beda', 'bang', 'kalau', 'tidak', 'monopoli', 'ya', 'kartel', 'harga', 'kemahalan', 'ya', 'wasalam', 'buat', 'pasar', 'konsumen', 'konoha', 'memang', 'luar', 'biasa']","['ane', 'perhatikan', 'negara', 'brand', 'mengasih', 'harga', 'barang', 'kemahalan', 'kompetitor', 'ngisi', 'mengasih', 'harga', 'murah', 'konsumen', 'untung', 'brand', 'kompetitif', 'konoha', 'mah', 'beda', 'bang', 'monopoli', 'kartel', 'harga', 'kemahalan', 'wasalam', 'pasar', 'konsumen', 'konoha']",ane perhati negara brand asih harga barang mahal kompetitor isi asih harga murah konsumen untung brand kompetitif konoha mah beda bang monopoli kartel harga mahal wasalam pasar konsumen konoha,"['ane', 'perhati', 'negara', 'brand', 'kasih', 'harga', 'barang', 'mahal', 'kompetitor', 'ngisi', 'kasih', 'harga', 'murah', 'konsumen', 'untung', 'brand', 'kompetitif', 'konoha', 'mah', 'beda', 'bang', 'monopoli', 'kartel', 'harga', 'mahal', 'wasalam', 'pasar', 'konsumen', 'konoha']"
@reinaldytees1958,sangat inovasi buat sekolah sekolah di sudut indonesia bener bener menuju indonesia maju semoga,positive,sangat inovasi buat sekolah sekolah di sudut indonesia bener bener menuju indonesia maju semoga,"['sangat', 'inovasi', 'buat', 'sekolah', 'sekolah', 'di', 'sudut', 'indonesia', 'bener', 'bener', 'menuju', 'indonesia', 'maju', 'semoga']","['sangat', 'inovasi', 'buat', 'sekolah', 'sekolah', 'di', 'sudut', 'indonesia', 'benar', 'benar', 'menuju', 'indonesia', 'maju', 'semoga']","['inovasi', 'sekolah', 'sekolah', 'sudut', 'indonesia', 'indonesia', 'maju', 'semoga']",inovasi sekolah sekolah sudut indonesia indonesia maju moga,"['inovasi', 'sekolah', 'sekolah', 'sudut', 'indonesia', 'indonesia', 'maju', 'moga']"
@cazis2453,paling suka bagian ngelempar chargernya bang david,positive,paling suka bagian ngelempar chargernya bang david,"['paling', 'suka', 'bagian', 'ngelempar', 'chargernya', 'bang', 'david']","['paling', 'suka', 'bagian', 'ngelempar', 'chargernya', 'bang', 'david']","['suka', 'ngelempar', 'chargernya', 'bang', 'david']",suka lempar charger bang david,"['suka', 'ngelempar', 'chargernya', 'bang', 'david']"
@daniel_simangunsong,ngakak banget pas bang david balikin hpnya dan baterai nya lepas,negative,ngakak banget pas bang david balikin hpnya dan baterainya lepas,"['ngakak', 'banget', 'pas', 'bang', 'david', 'balikin', 'hpnya', 'dan', 'baterainya', 'lepas']","['mengakak', 'banget', 'pas', 'bang', 'david', 'balikin', 'hpnya', 'dan', 'baterainya', 'lepas']","['mengakak', 'banget', 'pas', 'bang', 'david', 'balikin', 'hpnya', 'baterainya', 'lepas']",akak banget pas bang david balik hpnya baterai lepas,"['kakak', 'banget', 'pas', 'bang', 'david', 'balikin', 'hpnya', 'baterai', 'lepas']"
@leniko9170,pinter ya ngejual di tiktok shop yang akhir ini sedang trend karena diskon nya dan stigma beli di tiktok shop dapet harga murah orang yang kurang paham dengan dunia gadget akan tertarik sama barang ini lalu merasa tertipu terima kasih bang david semoga youtuber lainya atau influencer tiktok mereview barang kw walau tau itu kw agar orang yang kurang mengerti bisa berpikir kembali sebelum membeli,negative,pinter ya ngejual di tiktok shop yang akhir ini sedang trend karena diskon nya dan stigma beli di tiktok shop dapet harga murah orang yang kurang paham dengan dunia gadget akan tertarik sama barang ini lalu merasa tertipu terima kasih bang david semoga youtuber lainya atau influencer tiktok mereview barang kw walaupun tau itu kw agar orang yang kurang mengerti bisa berpikir kembali sebelum membeli,"['pinter', 'ya', 'ngejual', 'di', 'tiktok', 'shop', 'yang', 'akhir', 'ini', 'sedang', 'trend', 'karena', 'diskon', 'nya', 'dan', 'stigma', 'beli', 'di', 'tiktok', 'shop', 'dapet', 'harga', 'murah', 'orang', 'yang', 'kurang', 'paham', 'dengan', 'dunia', 'gadget', 'akan', 'tertarik', 'sama', 'barang', 'ini', 'lalu', 'merasa', 'tertipu', 'terima', 'kasih', 'bang', 'david', 'semoga', 'youtuber', 'lainya', 'atau', 'influencer', 'tiktok', 'mereview', 'barang', 'kw', 'walaupun', 'tau', 'itu', 'kw', 'agar', 'orang', 'yang', 'kurang', 'mengerti', 'bisa', 'berpikir', 'kembali', 'sebelum', 'membeli']","['pintar', 'ya', 'ngejual', 'di', 'tiktok', 'shop', 'yang', 'akhir', 'ini', 'sedang', 'trend', 'karena', 'diskon', 'nya', 'dan', 'stigma', 'beli', 'di', 'tiktok', 'shop', 'dapat', 'harga', 'murah', 'orang', 'yang', 'kurang', 'paham', 'dengan', 'dunia', 'gadget', 'akan', 'tertarik', 'sama', 'barang', 'ini', 'lalu', 'merasa', 'tertipu', 'terima', 'kasih', 'bang', 'david', 'semoga', 'youtuber', 'lainya', 'atau', 'influencer', 'tiktok', 'mereview', 'barang', 'kau', 'walaupun', 'tau', 'itu', 'kau', 'agar', 'orang', 'yang', 'kurang', 'mengerti', 'bisa', 'berpikir', 'kembali', 'sebelum', 'membeli']","['pintar', 'ngejual', 'tiktok', 'shop', 'trend', 'diskon', 'stigma', 'beli', 'tiktok', 'shop', 'harga', 'murah', 'paham', 'dunia', 'gadget', 'tertarik', 'barang', 'tertipu', 'terima', 'kasih', 'bang', 'david', 'semoga', 'youtuber', 'lainya', 'influencer', 'tiktok', 'mereview', 'barang', 'kau', 'tau', 'kau', 'mengerti', 'berpikir', 'membeli']",pintar jual tiktok shop trend diskon stigma beli tiktok shop harga murah paham dunia gadget tarik barang tipu terima kasih bang david moga youtuber lai influencer tiktok gemeresik barang kau tau kau erti pikir beli,"['pintar', 'ngejual', 'tiktok', 'shop', 'trend', 'diskon', 'stigma', 'beli', 'tiktok', 'shop', 'harga', 'murah', 'paham', 'dunia', 'gadget', 'tarik', 'barang', 'tipu', 'terima', 'kasih', 'bang', 'david', 'moga', 'youtuber', 'lai', 'influencer', 'tiktok', 'mereview', 'barang', 'kau', 'tau', 'kau', 'erti', 'pikir', 'beli']"
@ALDOGAME0912,keren banget sangat membantu sekali cocok banget buat karyawan pt seperti di kalimantan yanga agak susah jaringan mantap,positive,keren banget sangat membantu sekali cocok banget buat karyawan pt seperti di kalimantan yanga agak susah jaringan mantap,"['keren', 'banget', 'sangat', 'membantu', 'sekali', 'cocok', 'banget', 'buat', 'karyawan', 'pt', 'seperti', 'di', 'kalimantan', 'yanga', 'agak', 'susah', 'jaringan', 'mantap']","['keren', 'banget', 'sangat', 'membantu', 'sekali', 'cocok', 'banget', 'buat', 'karyawan', 'pt', 'seperti', 'di', 'kalimantan', 'yanga', 'agak', 'susah', 'jaringan', 'mantap']","['keren', 'banget', 'membantu', 'cocok', 'banget', 'karyawan', 'pt', 'kalimantan', 'yanga', 'susah', 'jaringan', 'mantap']",keren banget bantu cocok banget karyawan pt kalimat yanga susah jaring mantap,"['keren', 'banget', 'bantu', 'cocok', 'banget', 'karyawan', 'pt', 'kalimantan', 'yanga', 'susah', 'jaring', 'mantap']"
@sudocap,tutornya simpel dan mudah dimengerti jadi orang bisa paham secara garis besarnyatapi penempatan kabeltips pasang penjelasan dan rekomendasi hardwarenya musti ad part nya,positive,tutornya sederhana dan mudah dimengerti jadi orang bisa mengerti secara garis besarnya tapi penempatan kabeltips pasang penjelasan dan rekomendasi hardwarenya pasti ada part nya,"['tutornya', 'sederhana', 'dan', 'mudah', 'dimengerti', 'jadi', 'orang', 'bisa', 'mengerti', 'secara', 'garis', 'besarnya', 'tapi', 'penempatan', 'kabeltips', 'pasang', 'penjelasan', 'dan', 'rekomendasi', 'hardwarenya', 'pasti', 'ada', 'part', 'nya']","['tutornya', 'sederhana', 'dan', 'mudah', 'dimengerti', 'jadi', 'orang', 'bisa', 'mengerti', 'secara', 'garis', 'besarnya', 'tapi', 'penempatan', 'kabeltips', 'pasang', 'penjelasan', 'dan', 'rekomendasi', 'hardwarenya', 'pasti', 'ada', 'part', 'nya']","['tutornya', 'sederhana', 'mudah', 'dimengerti', 'mengerti', 'garis', 'besarnya', 'penempatan', 'kabeltips', 'pasang', 'penjelasan', 'rekomendasi', 'hardwarenya', 'part']",tutor sederhana mudah erti erti garis besar tempat kabeltips pasang jelas rekomendasi hardwarenya part,"['tutor', 'sederhana', 'mudah', 'erti', 'erti', 'garis', 'besar', 'tempat', 'kabeltips', 'pasang', 'jelas', 'rekomendasi', 'hardwarenya', 'part']"
@jeanisaacpatriell2240,hdc masih ada harga dirinya ya best line ever hahahahaha,positive,hdc masih ada harga dirinya ya best line hahahahaha,"['hdc', 'masih', 'ada', 'harga', 'dirinya', 'ya', 'best', 'line', 'hahahahaha']","['hdc', 'masih', 'ada', 'harga', 'dirinya', 'ya', 'best', 'line', 'hahahahaha']","['hdc', 'harga', 'best', 'line', 'hahahahaha']",hdc harga best line hahahahaha,"['hdc', 'harga', 'best', 'line', 'hahahahaha']"
@Lintang7,gila sih g aja belum merata di indonesia tapi ini starlink lebih dari gg langsung bisa dipake dimana aja wkwkwk ini bener sangat merubah itu,negative,gila sih g aja belum merata di indonesia tapi ini starlink lebih dari gg langsung bisa dipake dimana aja wkwkwk ini bener sangat merubah itu,"['gila', 'sih', 'g', 'aja', 'belum', 'merata', 'di', 'indonesia', 'tapi', 'ini', 'starlink', 'lebih', 'dari', 'gg', 'langsung', 'bisa', 'dipake', 'dimana', 'aja', 'wkwkwk', 'ini', 'bener', 'sangat', 'merubah', 'itu']","['gila', 'sih', 'enggak', 'saja', 'belum', 'merata', 'di', 'indonesia', 'tapi', 'ini', 'starlink', 'lebih', 'dari', 'enggak', 'langsung', 'bisa', 'dipakai', 'dimana', 'saja', 'wkwkwk', 'ini', 'benar', 'sangat', 'merubah', 'itu']","['gila', 'sih', 'merata', 'indonesia', 'starlink', 'dipakai', 'dimana', 'wkwkwk', 'merubah']",gila sih rata indonesia starlink pakai mana wkwkwk rubah,"['gila', 'sih', 'rata', 'indonesia', 'starlink', 'pakai', 'mana', 'wkwkwk', 'rubah']"
@fanfanceria7630,dengar bang david bilang banyak yang minta review karena mereka merasa ketipu xiaomi redmi dengan harga jtan pakbu kakbang ada harga ada kualitas bagus beli di counter hp klo tidak mau ketipu jangan mudah tergiur dengan harga murah tapi spek tinggi aplg belinya online pasti itu penipuan mudah mudahan tidak ada lagi yang kena tipu dan merasa ketipu aamiin terima kasih bang udah meriview hp spek dewa katanya,positive,dengar bang david bilang banyak yang minta review karena mereka merasa ketipu xiaomi redmi dengan harga jtan pakbu kakbang ada harga ada kualitas bagus beli di counter hp klo tidak mau ketipu jangan mudah tergiur dengan harga murah tapi spek tinggi aplg belinya online pasti itu penipuan mudah mudahan tidak ada lagi yang kena tipu dan merasa ketipu aamiin terima kasih bang udah meriview hp spek dewa katanya,"['dengar', 'bang', 'david', 'bilang', 'banyak', 'yang', 'minta', 'review', 'karena', 'mereka', 'merasa', 'ketipu', 'xiaomi', 'redmi', 'dengan', 'harga', 'jtan', 'pakbu', 'kakbang', 'ada', 'harga', 'ada', 'kualitas', 'bagus', 'beli', 'di', 'counter', 'hp', 'klo', 'tidak', 'mau', 'ketipu', 'jangan', 'mudah', 'tergiur', 'dengan', 'harga', 'murah', 'tapi', 'spek', 'tinggi', 'aplg', 'belinya', 'online', 'pasti', 'itu', 'penipuan', 'mudah', 'mudahan', 'tidak', 'ada', 'lagi', 'yang', 'kena', 'tipu', 'dan', 'merasa', 'ketipu', 'aamiin', 'terima', 'kasih', 'bang', 'udah', 'meriview', 'hp', 'spek', 'dewa', 'katanya']","['dengar', 'bang', 'david', 'bilang', 'banyak', 'yang', 'meminta', 'review', 'karena', 'mereka', 'merasa', 'tertipu', 'xiaomi', 'redmi', 'dengan', 'harga', 'jtan', 'pakbu', 'kakbang', 'ada', 'harga', 'ada', 'kualitas', 'bagus', 'beli', 'di', 'counter', 'hp', 'kalo', 'tidak', 'mau', 'tertipu', 'jangan', 'mudah', 'tergiur', 'dengan', 'harga', 'murah', 'tapi', 'spek', 'tinggi', 'aplg', 'belinya', 'online', 'pasti', 'itu', 'penipuan', 'mudah', 'mudahan', 'tidak', 'ada', 'lagi', 'yang', 'kena', 'tipu', 'dan', 'merasa', 'tertipu', 'amin', 'terima', 'kasih', 'bang', 'sudah', 'meriview', 'hp', 'spek', 'dewa', 'katanya']","['dengar', 'bang', 'david', 'bilang', 'review', 'tertipu', 'xiaomi', 'redmi', 'harga', 'jtan', 'pakbu', 'kakbang', 'harga', 'kualitas', 'bagus', 'beli', 'counter', 'hp', 'kalo', 'tertipu', 'mudah', 'tergiur', 'harga', 'murah', 'spek', 'aplg', 'belinya', 'online', 'penipuan', 'mudah', 'mudahan', 'tipu', 'tertipu', 'amin', 'terima', 'kasih', 'bang', 'meriview', 'hp', 'spek', 'dewa']",dengar bang david bilang review tipu diam resmi harga utan pakbu kakbang harga kualitas bagus beli counter hp kalau tipu mudah giur harga murah spek aplg beli online tipu mudah mudah tipu tipu amin terima kasih bang mesmerisme hp spek dewa,"['dengar', 'bang', 'david', 'bilang', 'review', 'tipu', 'xiaomi', 'redmi', 'harga', 'jtan', 'pakbu', 'kakbang', 'harga', 'kualitas', 'bagus', 'beli', 'counter', 'hp', 'kalo', 'tipu', 'mudah', 'giur', 'harga', 'murah', 'spek', 'aplg', 'beli', 'online', 'tipu', 'mudah', 'mudah', 'tipu', 'tipu', 'amin', 'terima', 'kasih', 'bang', 'meriview', 'hp', 'spek', 'dewa']"
@rizky.febriawan,inii yang harusnya masyarakat harus tau tentang hp hdc supaya ngga kena tipu embel murah bla bla bla semangat terus bro david sukses buat semua,positive,inilah yang seharusnya masyarakat harus tau tentang hp hdc supaya tidak kena tipu embel murah bla bla bla semangat terus bro david sukses buat semua,"['inilah', 'yang', 'seharusnya', 'masyarakat', 'harus', 'tau', 'tentang', 'hp', 'hdc', 'supaya', 'tidak', 'kena', 'tipu', 'embel', 'murah', 'bla', 'bla', 'bla', 'semangat', 'terus', 'bro', 'david', 'sukses', 'buat', 'semua']","['inilah', 'yang', 'seharusnya', 'masyarakat', 'harus', 'tau', 'tentang', 'hp', 'hdc', 'supaya', 'tidak', 'kena', 'tipu', 'embel', 'murah', 'bla', 'bla', 'bla', 'semangat', 'terus', 'bro', 'david', 'sukses', 'buat', 'semua']","['masyarakat', 'tau', 'hp', 'hdc', 'tipu', 'embel', 'murah', 'bla', 'bla', 'bla', 'semangat', 'bro', 'david', 'sukses']",masyarakat tau hp hdc tipu embel murah bla bla bla semangat bro david sukses,"['masyarakat', 'tau', 'hp', 'hdc', 'tipu', 'embel', 'murah', 'bla', 'bla', 'bla', 'semangat', 'bro', 'david', 'sukses']"
@yusyaproject7775,keluar duit ribuan buat bikin video dapet adsense youtube jt,neutral,keluar duit ribuan buat bikin video dapet adsense youtube jt,"['keluar', 'duit', 'ribuan', 'buat', 'bikin', 'video', 'dapet', 'adsense', 'youtube', 'jt']","['keluar', 'duit', 'ribuan', 'buat', 'bikin', 'video', 'dapat', 'adsense', 'youtube', 'juta']","['duit', 'ribuan', 'bikin', 'video', 'adsense', 'youtube', 'juta']",duit ribu bikin video adsense youtube juta,"['duit', 'ribu', 'bikin', 'video', 'adsense', 'youtube', 'juta']"
@danielpras1106,teruntuk gadgetin cara unboxing tuh kayak gini gak bertele,negative,teruntuk gadgetin cara unboxing tuh kayak gini gak bertele,"['teruntuk', 'gadgetin', 'cara', 'unboxing', 'tuh', 'kayak', 'gini', 'gak', 'bertele']","['teruntuk', 'gadgetin', 'cara', 'unboxing', 'tuh', 'kayak', 'begini', 'enggak', 'bertele']","['teruntuk', 'gadgetin', 'unboxing', 'tuh', 'kayak', 'bertele']",untuk garnet unboxing itu kayak tele,"['untuk', 'gadgetin', 'unboxing', 'tuh', 'kayak', 'tele']"
@ans0l508,perasaan itu ketika pc rb ngalahin performa pc lu v,negative,perasaan itu ketika pc rb ngalahin performa pc lu v,"['perasaan', 'itu', 'ketika', 'pc', 'rb', 'ngalahin', 'performa', 'pc', 'lu', 'v']","['perasaan', 'itu', 'ketika', 'pc', 'ribu', 'mengalahkan', 'performa', 'pc', 'lu', 'v']","['perasaan', 'pc', 'ribu', 'mengalahkan', 'performa', 'pc', 'lu']",asa pc ribu alah performa pc lu,"['rasa', 'pc', 'ribu', 'kalah', 'performa', 'pc', 'lu']"
@NawawiGaming,ya bang buatin pc tanpa casing yang setuju like,negative,ya bang buatin pc tanpa casing yang setuju like,"['ya', 'bang', 'buatin', 'pc', 'tanpa', 'casing', 'yang', 'setuju', 'like']","['ya', 'bang', 'buatkan', 'pc', 'tanpa', 'casing', 'yang', 'setuju', 'like']","['bang', 'buatkan', 'pc', 'casing', 'setuju', 'like']",bang buat pc casing tuju like,"['bang', 'buat', 'pc', 'casing', 'tuju', 'like']"
@lol-en3oy,ini hp mengingatkan ku akan tab advan jadul persis banget dari sistem tempat sim card sumpah ini asli hp jadul yang dijual mahal berkedok diskon,negative,ini hp mengingatkan ku akan tab advan jadul bertahan banget dari sistem tempat sim card sumpah ini asli hp jadul yang dijual mahal berkedok diskon,"['ini', 'hp', 'mengingatkan', 'ku', 'akan', 'tab', 'advan', 'jadul', 'bertahan', 'banget', 'dari', 'sistem', 'tempat', 'sim', 'card', 'sumpah', 'ini', 'asli', 'hp', 'jadul', 'yang', 'dijual', 'mahal', 'berkedok', 'diskon']","['ini', 'hp', 'mengingatkan', 'ku', 'akan', 'tab', 'advan', 'jadul', 'bertahan', 'banget', 'dari', 'sistem', 'tempat', 'sim', 'card', 'sumpah', 'ini', 'asli', 'hp', 'jadul', 'yang', 'dijual', 'mahal', 'berkedok', 'diskon']","['hp', 'ku', 'tab', 'advan', 'jadul', 'bertahan', 'banget', 'sistem', 'sim', 'card', 'sumpah', 'asli', 'hp', 'jadul', 'dijual', 'mahal', 'berkedok', 'diskon']",hp ku tab adven jadul tahan banget sistem sim card sumpah asli hp jadul jual mahal kedok diskon,"['hp', 'ku', 'tab', 'advan', 'jadul', 'tahan', 'banget', 'sistem', 'sim', 'card', 'sumpah', 'asli', 'hp', 'jadul', 'jual', 'mahal', 'kedok', 'diskon']"
