author,like_count,text,Sentiment
@Tiaramegalestari-bd2ro,0,woahh kerenn bangettt trailernya ga sabar mau nonton,positif
@WilmanZamasi,0,bagus banget trailer nyaagak sabar banget nonton,positif
@FAAATIM366,0,semoga dapet waktu untuk nonton,positif
@Andari_ii,0,trailer seram bikin penasaran kerasa bgt horornyaa nobar malam sama temen kynya seru,positif
@FeelingLonely361,0,pasti bakal laku keras sih trailer nya aja udah keren banget,positif
@LibraryLovers2,0,produksinya falcon emang kerenn best banget nih otw nonton ajak keluarga,positif
@orly2608,0,pas banget itu mah lagi libur panjang auto nonton sih,positif
@oneday1802,0,alur dan adegan yang fresh bikin aku penasaran sih pasti film nya bakal bagus banget ini,positif
@dimaspradipta8460,0,mantap sih film nyahoror bangettcocok banget nonton bareng kawann,positif
@idrischaneldewakiyo9268,0,trailer nya sangat merinding aslii bagus bgt,positif
@defila7141,0,gilee unik banget alurnya,positif
@monicandriana,0,dari trailernya aja dah keren gini apalagi nanti filmnya,positif
@senElone,0,bagus banget semoga bisa nonton,positif
@Leaaa333,0,film yang saya tunggu tunggu nih soalnya fresh banget ceritanya,positif
@bobynothing,0,menyalaaa bgt trailer nya asli cuk mantappp,positif
@echiichikul,0,bagus trailer nya harus ngajakin suami nonton nih,positif
@MuhammadAliAkbar-wp8yl,0,ini siii bakalll gacor siii filmnyaa secara ajaa trailernya udaa mantepp ga sabar tayanggg,positif
@MuhammadAliAkbar-wp8yl,0,inii siii bakall gacorr filmnyaaa secaraa trailer ajaa udaa beginii cpet tayanggg dahh,positif
@JessicaNada,0,kekkk seruu kalii filmnyaaa bikin penasaran dahh dari trailer nyaa udaa mantepp bgttt,positif
@s.fatimatuzzahroh,0,plis deh aku nonton disini aja udah merinding apalagi nonton di bioskop,positif
@Syahidah-369,0,horor nya bikin penasaran plis harus ajak temen nobar nih,positif
@Zahroh1234_,0,liat segini aja udah feeling bagus banget harus ajak bestie nobar,positif
@Galihhujan,0,mau nonton plis alurnya bagus banget bikin penasaran,positif
@Ahmad_dahlann,0,bagus banget trailer nya bikin penasaran harus ajak temen nobar nih,positif
@Soni23596,0,wihhh semoga cepat tayang feeling udah bagus banget nih tinggal cari temen nobar,positif
@Zahzahrohe,0,trailer nya bagus banget harus ajak bestie nobar nih,positif
@zahrohofficall,0,wahhh semoga cepat tayang udah felling bagus nih ceritanya,positif
@SelinaAmmanaaa,0,disini aja udah bagus apalagi klk udah di bioskop,positif
@ZahrohYa,0,ini trailer nya bagus banget semoga cepat tayang,positif
@Zahroh_zahhh,0,plis aku penakut tapi penasaran bangett,positif
@GilangHuda67,0,semoga cepat tayang biar bisa ajak pak su nobar,positif
@tacania,0,trailernya aja uda keren gini semoga film nyaa lebihh keren bagus lagi jadi ga sabar pengen nontonnyaa,positif
@bw8331,0,kyknya seru ni beda dr flm indo yang lain ini kaya sekelas film horor luar,positif
@surati9916,0,maaf gak tertarik,negatif
@idzamajg9540,0,possession,positif
@MIXMusic2000,0,oooseraaaaam,negatif
@felmingtheultimategravetak4095,0,ada sara fajira nih,netral
@kxntolicious,0,anjir desah karena guling agak jijik sih,negatif
@Zahzahroh,0,aaaa plis deh ini harus ajak bestie nobar nih,positif
@zahrohZahrohh,0,bagus banget trailer nya harus ajak pak su nobar nih,positif
@AkbarSaputra2,0,semoga dann semoga baguss ya filmnyaa soalnya dari trailernyaa ajaa udaa kerenn ga sabarr nobar sama temenn,positif
@syalinasyamsuddin3386,0,kliatannya ceritanya bagustinggal ngajak psangannya lg,positif
@ardin641,0,smoga filmnya laris,positif
@linamanurung4314,0,traillernya bagus bikin pengen cus nonton,positif
@arlyna736,0,film yang ga boleh dilewatkan utk ditonton nih,positif
@Selinn755,0,baru kali ini penasaran dengan trailer film horor,positif
@Yulina891,0,mudahan ga takut nonton filmnya,positif
@Rinny-ev4cn,0,nomtonnyq hrs ajak tmn nihbiar ga takut,netral
@Garvy-wk8qs,0,pengen nonton fim ini tp hrs ada tmn,positif
@user-cb9kx3dj2e,0,trailernya bikon penasaran pengen nonton,positif
@MohammadArzan-tf9uz,0,sudah lihat teller ingin cepat nonton dengan pasangan,positif
@Zah_zahh,0,plis deh aura horor nya sampek sini bagus banget ini,positif
@Syam845,0,bagus jg trailernyajd pengen nonton,positif
@Fifi-ll6dr,0,harus ada kawan nih kalau mau nonton,netral
@AHMADOCU,0,sukses trs filmnya ly,positif
@Samsull38,0,smoga filmnya banyak yang nontonbagus,positif
@Udin-yr6ew,0,bingung mau ajak siapa utk temani nonton film ini,netral
@sonhidachannel1717,0,semoga cepet tayang biar bisa ajak doi nobar,positif
@Selina_amna,0,liat alurnya aja udah merinding apalagi nobar ya,netral
@Soni_sonn,0,plis ini tayang nya kapan mau jadwalim nobar sama doi,positif
@WAJAKU-hy2rb,0,bukti keadilan bisa dibeli dan di indonesia no viral no justice orang masih bebas si egi masih bebas padahal rumah nya tau orang tuanya ada sodaranya ada oiiii dimana keadilan,netral
@arsyad7594,0,ga kebayang si palaku yang belum ketangkap nonton film ini,netral
@fancyyou-pv4yb,0,excited bangett mau nonton ini,positif
@Sarimayangkepri,0,hy,netral
@dyahayupuspitasari7528,0,pas liat film dan tau kalo dugaan polisi adalah kecelakaan sangatlah janggal sih secara korban dibawa ke rs berarti diperiksa dokter forensik apalagi setelah diprkosa pasti ada bekas entah sisa caira sperma atau bks luka di vagina dan luka luka ditubuh korban seharusnya tim medis pasti menyimpulkan indikasi pembunuhan kenapa sampai pemakaman tetep dugaan kecelakaan dari pihak polisi,negatif
@adhisofiant,0,seorang hotman paris sudah turun tangan semoga kasusnya bisa selesai dan pelaku bisa tertangkap,positif
@calmsouldevill,0,cari duit dari tragedi,negatif
@Echa-nduth,0,liat tuh kelakuan siapa anak polisi otaknya siapa anak polisi pantessssssss kacauuuuuu,netral
@guardianangel100percent,0,ta sembuhkan tangan mu yah dan arwah mu supaya di sucikan malaikat jibril sini peganng tangan nya sebut dengan nama allah yang maha petunjuk jalan lurus ampuni dosa hambamu ini ketika didunia bersihkan hambamu ini dari dosa amindgn nama allah yang maha suci dan maha besar dan agung maha suci engkau ya allah maha penermia tobat dan petunjuk yang lurus amiiin,negatif
@RikiNugraha-qb7bv,0,pantesan dri dlu gak ketangkep tuh yang punya rencanaada yang ngelindungin semoga pihak yang berwajib bisa seadil adilnyausut sampe dapet,netral
@WagnerBoy1990,0,aku skip adegan itu ga tega,netral
@wiryayanto6278,0,demi menjaga nama baik polri masa seorang anak pejabat daerah bsa lolosayo polri bangkit tuntaskan kasus yang seujung kuku ini,netral
@IwanBltg,0,bagus filmnya umak aku jadi suka tapi dak selesai nonton ee,netral
@IwanBltg,0,aku juak nonton ee,netral
@IwanBltg,0,tapi lum ku tonton tepicit,positif
@IwanBltg,0,jangan lupa like download subsicrbe,positif
@ahmadrifkiwahyuagungsaputr918,0,sunggu yang menyiksa itu bukan laaa manusia tpi ibilis,netral
@asepudin2860,0,hasilnya harus bagi untung sama keluaga vina,netral
@naila1124,0,ternyata sebelum hari almarhum vina udh tiada kita memberi alfatihah untuk vina,positif
@Romello_Purba,0,malahh dijadikan film horor bener tidak bwrperasaan,negatif
@user-gi5lt2uf5e,0,vina,netral
@DLMS_Chanel,0,view tembus banyak gessmudahhan keluarga dapat royalty,netral
@FaniPani805,0,aka a ak eq dagkep k dah jad tersaqkarab peghjq re ease resm apara,negatif
@hariwinarto5293,0,intinya indonesia banyak kasus seolaholah kejahatan di lindungi beda sama negara tetanga tegas memberikan kenyamanan kepada warganya,negatif
@Sahabae13,0,hukum indonesia sembunyikan aja terus anak polisi ga ada yang bener kebanyakan makan uang haram hahaha,negatif
@imdimasprast,0,mass nunggu filem horor dlu baru di lanjut lagi kasusnya wkkwwk,netral
@theonafasha6129,0,ijinkalau bisa kasus kasus yang lain yang belum terungkap kebenaranya di filmkan kasus joshua ferdy sambo,netral
@DimasSedunia,0,film sampah,negatif
@LiaSyafitri24,0,sakit bgt hati saya liat film nya doang gimana liaet langsung vina nya,negatif
@wiadi208,0,ratingnya bagus cukdi angka so jgn ketinggalan nonton di bioskop soalnya beda aja klo di bioskop,netral
@vely714,0,cowo gila ngen,negatif
@Awviralss,0,sepertinya semua kasus yang belum terpecahkan harus dibuat film biar di usut,netral
@shandydesember3533,0,larangan film hukum islam semuanya dari malaysia,negatif
@IHNGEYMING,0,editan nya cok gore bet,negatif
@wrequistia.9143,0,sudah tidak  penasaran lagi mari kita terus mendoakan utk negara tercinta indonesia supaya mjd negara yang lebih aman adil dan sejahtera dan nak anak mudanya semoga makin sadar dengan keberadaan allah tidak  mendekati hal yang meresahkan utk para orang tua alangkah indahnya jika tidak  terlalu membela kalau tau anak bersalah darimana anak dapet pengalaman dr konsep benarsalah kalau selalu terus dibela dilindungi dan dibiarkan dirinya beranggapan kalau semua perbuatannya itu adalah benar utk netizen yang budiman setiap karya manusia pasti ada kurang lebihnya ambil sisi positifnya tinggalkan yang negatifnya tidak  perlulah mengolok berlebihan bukan,netral
@listianiamalia5539,0,denger denger pelaku egy anaknya anggota dprd pantes tahun polisi kerjaannya ngopi doang,negatif
@ferrylubbysetiawan952,0,ah uda lah hukum di indonesia ini ngga akan pernah adil hanya karena orang tua korban orang susah dan ngga mampu membeli hukum makannya kasusnya seakan nggak di usut dengan serius keadilan itu baru bisa di katakan adil jika para pelaku itu di hukum mati bukan di penjara kalo di penjara mah terlalu ringan buat mereka,negatif
@MutMainah-bb5pw,0,ehfuhfdoh c,netral
@HylosAntidamage,0,apakah pelaku buron nobar film ini ntahlah,netral
@msnur9839,0,pelakon yang jadi vina tu yang berlakon dlm siksa neraka,negatif
@LoveIbuMertua,0,gw suka vina garut malahan,positif
@hakikiarslan7669,0,polisi tidur,negatif
@scva-socallvillainadvocate,0,pelaku sdh mati bukan buron lagian ini film hantu balas dendam hantu kasi info apa dokumenter dokumenter baru kisa asli horor pasti sdh diubah,negatif
@farhanaditya3706,0,orangtua macam apa yang mempertahankan perlakuan anak spt itu sama aja berarti kelakuannya sedarah,negatif
@AlfredMiller-ru1ms,0,teka teki kematian vina dan pacarnya adalah suruhan seseorang agar menghabisi keduanya apakah ini melibatkan kepolisian atau pejabat dan lain harus dikawal nih,netral
@ketutastawa7879,0,saya punya ibu saudara perempuan juga ada istri dan anak perempuan ga tega ngelihat adegan meski trailer nya aja apalagi nonton bahkan rasakan kejadian sebenarnya polisi jangan hiraukan beckingan tegakkan keadilan demi tanggungjawab institusi dan kehidupan mu kelak setrelah kematian dan yang pasti utk wanita tersayang dan masy indonesia disekitar kita keadilan buat vina dan stop kejadian biadab spt ini utk terjadi lagi,negatif
@Mdanieshzzz,0,filem nya biasa aj sih durasi filem nya juga pendek tidak menyeramkan banyak jumscare rating,netral
@mutiarasugita163,0,gak sanggup nontonnya,negatif
@KampungSolok-vu6bq,0,kasih han vina di perkosah,negatif
@afiffarros7623,0,serem nihhh,negatif
@Madurassa,0,ini pp nya pakai baju pengantin hitam niru baratyg nyalakan lampu seperti light outhmmm,negatif
@msnur9839,0,pompuan tu mmg suka berlakon cite hantu ke rasanya dlm cite khanzab dengan pamali dusun pocong dia jugak,negatif
@tatangfirmansyah9923,0,btw sebenernya yang majikan tuh nenek gayatri apa pembantu nya dahkenapa jd pada nurut amat sama pembantu sialan etoh,negatif
@budiset_,0,bayar listrik mahal,netral
@TFchandra,0,skip,negatif
@adihsuryadi2320,0,kalo di trailer sih kayak memadukan film horor dan film sadis semacam rumah dara yang inti ceritanya perdagangan daging manusia mudah mudahan ekspektasi saya salah kalo saya nanti nonton film ini,netral
@Ach_an,0,story horor tidak jelas cuman main jumpscare,negatif
@jono2224,0,gw sudah nonton filmnya kaga danta kate orang betawi nilai dri,negatif
@pendaki_kalimantan,0,cm film joko anwar yang menjanjikan,positif
@accountingnlg2770,0,filmnya terlalu banyak drama bahkan ga ada impact hubungan sama sekali dengan jalan cerita si,negatif
@SoniA-rr8er,0,banyak adegan sadis terkesan plot twist,negatif
@darrelahza4591,0,umay gandeng prillywkwkwk,netral
@LizucaWinters850,0,i love aliando n prilly tapi prilly hrs  barang  sama ali,netral
@MiaDefitri,0,gantung film ny,negatif
@deviherlina8456,0,monoton gada ending nyaaa,negatif
@salvatoremaximus6754,0,wow a female director,positif
@user-km6vr8wo3m,0,bru kmrn saya nonton film ini sumpah kentang bngtt tidak dpt horor nya alurnya juga rada dipaksakan and endingnya pun mnrt saya tidak bngttt nilai,negatif
@sitizenindonesiaOfficial,0,gak asyikkk kecewa gada klimaks kentaaaaaang,negatif
@sumadiono215,0,cerita tentang sekte malas nonton,negatif
@sitikhotijah6505,0,tanjakan tikunganiringan,netral
@ryzenmikasa9503,0,itu ceweknya ngomong apa sih gak jelas kedengarannya,negatif
@Almira_chy,0,keren banget,positif
@enungnurhasanah9292,0,nonton dmna,netral
@user-op3cp3de5n,0,keren film yang mengangkat kisah nyata lebih menarik untuk ditonton dari pada film fiksi,positif
@user-op3cp3de5n,0,memang klo udh nyangkut petinggi polri susah deh urusan kelar,negatif
@Itstasya793,0,pertama,netral
@HakimTanahsarealBogor,0,harus nonton ini mah,positif
@jumangkat2359,0,patut di tonton sih filmnya,positif
@ahmadaufa1613,0,horror lagi,netral
@djejsbbsjjs5166,0,nonton ahh,positif
@HanKristi-gl9yf,0,wow castnya mantul,positif
@yayatsolehudin5660,0,gelap banget,negatif
@maulidaafsa6368,0,keren bangget trailer nya,positif
@finilirik,0,menarik nih,positif
@TaufikHidayat-bv6fv,0,horor plus action wahh bangett ini mahh,positif
@zXd-qu7ln,0,another bullshit,negatif
@m.agungprakoso1803,0,serem dan lumayan story teling nya pssti,positif
@siswondo0724,0,gue suka horor story telling plot twist,positif
@user-bi8iu5bd3x,0,mirip tumbal ritual aura ya,netral
@afriliaastuty8682,0,kok mirip film luar yang judulnya invitation,netral
@bigsmoke8699,0,film komedi ini mah horror nya juga gak ada,negatif
@raufuzumakiuchiha,0,ini unik semua kasus pembunuhan yang belum terungkap siapa pembunuhpelakunya hendaknya di buat movie termasuk kasus km,positif
@williambayuaji8963,0,film yang bagustp yang paling ngagetin pas panci penggorengan abang nasi goreng jatuh,positif
@broriz_01,0,kenapa film ini dibikin seakan akan vina itu jahat karena arwah vina membalasakan dendamnya pada pelaku itu bisa menodai nama almarhumah,netral
@florenceflo5531,0,harus di hukum mati viralin lagi,negatif
@michellel3877,0,up sampai ketemu pelakunya,positif
@moviemine3483,0,difilm ini simadun ikut dieksekusi juga ya,netral
@rabianiozawa,0,yaaampun,netral
@awanggoblok5366,0,film sampah,negatif
@andreaswahyudi7283,0,pelaku yang buron pasti akan dihantuicepat atau lambat pasti tertangkap,netral
@mbakining,0,terharu liatnya,positif
@Rifayirwin,0,bakar hidup pelakunya,negatif
@sadaharusama7571,0,salah satu pelaku yang sampai saat ini tidak ada yang bisa menangkapnya bahkan meskipun para jendral turun tangan sekaligus tidak akan bisa,negatif
@Mixs9607,0,dia hanya seorang pengecut jika memang hebat pelaku dan yang sok jagoan melindungi seorang penjahat berdiri di tengah stadion di tribun di penuhi massa di putarkan filem ini kalau dia nggak mati berarti hebat,negatif
@AldiHalidu-uz6xd,0,tanggal berapa tayang di youtube,netral
@channelalhadits768,0,yaaallahkita doa kan vina masuk surga,positif
@BludMemez,0,nah di kehidupan nyata pelaku harus dihantui almarhum,negatif
@MOHAMADYUSUP-uv2uv,0,knapa kasus ini di bilang sama polisi itu kecelakaan karena salah satu motif pembunuhan itu adalah anak dari institusi polri yang samapi saat ini belum ketangkap tapi heran dengan negara ini segitu hebatkah polisi itu sampai ngga ada yang berani miris banget negara ini,negatif
@SyarifahSari-wt3ei,0,di yutube ada gak ya full nya di cri gak ketemu,netral
@elingzannaofficial5598,0,kronologinya samatp kok eki diganti zaki yang gak punya hubungan apa dengan vinaharusnya lebih mengekpos kisah cintanya vina dan ekikan jelas mereka sejoli sehidup semati saling mencintai tp berakhir tragis,netral
@elingzannaofficial5598,0,coba filmkan kisah cinta vanessa angel dan bibipasti sukses seperti dilantp mungkin nunggu gala besar kali yaagar royaltinya tidak jd rebutan sama pak dody,netral
@bermanaguspranoto5602,0,kalau boleh tahu anak penjabat yang belum di tangkap itu sapa ya,netral
@ozzyjkb544,0,saya cuma mau tanya satu itu apa hubungan nya tari topeng sama kisah tragis nya vina,netral
@bambangroswandi6352,0,semoga kepolisian indonesia bisa mengungkap pelaku utama yang masih bebas,positif
@user-fv1mq1nj1j,0,konteks,netral
@Nostalgia45621,0,pak hotman paris mana ni smoga melihat dan membantu kasus ini supaya terkuak kembali tertangkap pelaku kataya anak orang penting dikota cirebon,positif
@AmenahPopcron12,0,benci bnget youtube sekarang cari filem tidak ada yang bner ful,negatif
@muhamadrichard6563,0,pengen nntn sitp,netral
@reynaldiherdiana5953,0,emang sampe kesurupan kyk gitu,netral
@habibiesungkono,0,alfatihah buat kedua korban moga pelaku yang kabur ke jkt or wherever bisa ditangkap moga ga tenang hidup kalian,positif
@andriwahyuni4716,0,eky itu siapanya alm vina,netral
@AgusSalim-ty7se,0,sumpah saya yang cowok jha pengen nya si egi itu bunuh sama hantu vina setelah nonton film nya di bioskop bukan manusia lagi itu kelakuan si egy udah pembunuhan pemerkosaan penyiksaan lagi orang tua pelaku nya pun melindungi si anak,negatif
@muhammadsyaronisoekendra3147,0,otak pelaku anak dari aparat ya si egi,netral
@mms2832,0,ohh jadi gtu,netral
@sintaperdana1943,0,baru nonton trailers aja nangis kayanya gak sanggup nonton full movieterlalu sadis alfatihah utk vina,netral
@zonekoeyzone8769,0,pelaku harus di hukum mati,negatif
@Nostalgia45621,0,pak hotman paris kemana ko ga liat film ini bantu kasus ini pelaku utama biar terkuak kembali ditangkap pelaku ini,positif
@IndahRatnasari-ed1dc,0,jelek filem nya,negatif
@BiwikNassem-vq5pq,0,kencam kencam,negatif
@RezaariZakaria-th7nf,0,berti geng motor disana disana pengecut,negatif
@sarfaraz1636,0,film fiksi yang diyakini,negatif
@wongcilacap5836,0,entah kemana pelaku yang masih bebas ini atau mungkin sudah bunuh diri atau tidak mudah mudahan hantui,negatif
@ninjamerjosari3913,0,adik kandungku juga mati di perkosa dan di bunuh para preman di tangerang,negatif
@radenmasdimas9187,0,fiksi demi cuan,negatif
@wanitasawah5500,0,cowok vina meninggal juga gak,netral
@Emil-Hamzah,0,vina cirebon apa masih saudara sama vina garut,netral
@Evan-kb3im,0,sang aktor utama si egi wajib di tangkap,positif
@user-br9nr5cn4b,0,pelaku harus mati semua,negatif
@anisahanisah-jt2mu,0,pembunuhan di bikin flim tolol kga kasihan klo di liat ma keluarga nya,negatif
@ratnadamayeka,0,masa iya ya th lho masa iya gak tau ciri dr si pelaku jg ada sidik jarinya jg kan trus psti jg bnyk yang kenal entah teman atau apa,netral
@demangganteng8619,0,ya allah smoga pelakunya ketangkap semua biar arwa vina tenang mari kita doakan adik kita smoga kusnul khotimaah amin ya rob,positif
@luhurfeby8024,0,kenapa nggak diusut tuntas dulu baru dijadiin film ya,negatif
@an9g4nub48,0,dari vina kita tau bahkan cinta dapat membunuh muu,negatif
@MelaniMemey-yz3ji,0,g,netral
@avianoi20,0,hukum mati anak geng motor itu biadab,negatif
@hilangsenyap4013,0,kok ada horornya,negatif
@AndikaMulia-ep9ei,0,egi pira otak pelakunya habis,negatif
@febysabda373,0,film vina garut kapan ada,netral
@Rebokliwon2024,0,motif pembunuhan apa ya,netral
@fadlijr2156,0,di jadiin film hantu donghadeehh,negatif
@user-iz3fc4iu1v,0,kok udah padanyuri dan diupload di youtube padahal film masih tayang,negatif
@DeviRiwayati,0,cara download filmnya gimana,netral
@user-cf8dg4fo6x,0,nangesss,negatif
@ErwindLapulga-ut8fe,0,kalo film berlebihan,negatif
@inyomanryzn2697,0,pelaku bangsat dan keji saatnya buru geng motor palagi yang pake sajam,negatif
@evinurmalasari3767,0,alfatihah untuk vina,positif
@user-uc7sn1gu5e,0,smp skrg blm ketangkep kinerjanya sungguh tanda tanya,negatif
@JAMESSK-ib5qj,0,up sampe si pelaku dapet,negatif
@rinalinal3968,0,blm nonton aja udh berasa sakitnya,negatif
@user-ub5iz8du4f,0,kog belom adasi di yutup,negatif
@Tuesrt4046,0,gy egy lu disini gy,netral
@Tot1583,0,apakah ini sambungan dari film vina garut,netral
@missliza5508,0,rip vina dan eki untuk para pelaku kejahatan akan disegerakan karma kalian,negatif
@aliimran1406,0,upp,netral
@mirahati4988,0,heran aja kalau buron kenapa wajahnya ga pernah di publikasikan oleh polisi gimana mau ketemu kl polisi tidak bisa menemukan biarlah hukum rimba yang bicara yuk mari desak polisi untuk membuka wajah pelaku kr publik,negatif
@andipremil,0,merinding bukan takut tapi merinding saking kasian ke kedua korban,negatif
@carizmotorsindonesia4271,0,aku mau pelakunya dipenjara saya sihh hukum mati aja penjara penuh bu,negatif
@airulfandi9759,0,gua yakin aslinya lebih sadis dari yang di film,netral
@syafiqmu3839,0,bila keluar di wayang malaysia ya,netral
@wuffaGaming,0,film sampah bngst demi keuntukan,negatif
@jenniferelisabeth1311,0,sangat aneh polisi bisa di kecoh anak anak selama thn kok belum bisa nangkap miris kali,negatif
@Kenzozen,0,pokok nya up film nya biar pelaku yang masih lolos di tangkap,positif
@mainantigaanak3159,0,film horor indonesia,netral
@yanuarhaerudin3916,0,tragis bgt dan semoga buronan segera ketangkep,negatif
@abongbae,0,semoga film ini bisa membantu untuk menangkap pelaku lagiterima kasih produser sutradara,positif
@muhamadharun414,0,yang utama bukan cari egi nya tapi cari yang mendekingin nya si egi terlebih dahulu,netral
@hartatik7754,0,saharusnya semua pelakunya di kebiri laki model begitu tidak pantas jadi suami siapapun bahkan jadi bapak dari anak wanita manapun laki macam ini najis untuk di miliki,negatif
@playofgame2624,0,ada giselma firmansyah nayla d purnama fahad haydra anggy umbara lydia kandou messi gusti m imran ismail,netral
@mursiyatimursiyati7784,0,alfatihah untuk vina dan eki,netral
@aidpng,0,wow trailer nya sangat mengundang untuk nonton,positif
@idolonelyseven,0,semoga pas tayang ada waktu,positif
@sandw1cheez,0,alur nya bagus banget nih top deh semoga bisa cepet tayangg,positif
@Nur-lg7cv,0,wah filem horor baru lagi nih takut ada jumpscare tapi liat dari trailernya bakalan ada plot twistnya gak ya,positif
@nointernofootball6355,0,film kaga laku alur ceritanya ga jls makanya dibioskop kurang laku krna dari mulut kemulut org bnyk mau nonton ga jdi krna yang udh nonton pasti nyesel,negatif
@wardahfa,0,guys ada yang tau ga lagu bagian ending pasar setan,netral
@intanapril811,0,jelek,negatif
@user-tm4sf5ic7d,0,filemnya bagus sekali lagi lagi artis cowo yang lakonan gatot kaca,positif
@OsvalrioBima-zb4ie,0,bikin tuyul dan mbak yul the movie dong,netral
@YoonaAditya-tz7dq,0,ini negara doyan banget mistis tidak ada cerita lain gitu pantes tidak ada kemajuan,negatif
@andararesta574,0,weh horor horor baru kah kayak panas nih jadi pengen liat tak sabar,positif
@CacaBila-mj3kj,0,dari trailer nya seru banget sih film horror ini ini tanggal mei kan ada dibioskop nya soalnya mau aku masukin ke list mau ajakin temenku yang pernah selingkuh dan juga diselingkuhin wkwkwk,positif
@citrakarina-ee4vc,0,baru trailernya udah keren baget apalagi ntar filmya ceritanya berbeda dari film horor yang biasanya tentang perselingkuhan tetapi di buat menjadi horor bisa menjadi gebrakan baru di perfilman indonesia nih,positif
@bungasari944,0,falcon emg ngga pernah ngecewain memadukan perselingkuhan sama horor widiw ngga sabar pengen nonton weh,positif
@anisatsaniii3496,0,ga expect bakal kerasukannya selingkuh juga hah paham gak sihhh tukang selingkuh kerasukannya pas lg selingkuh wajib tonton sih iniii,positif
@aandii29,0,horror baru lagiiii manteppp liat trailernya menarikkpenasaran banget sama ceritanya mana ada darius juga lagi yang jadi aktornya pastii seru,positif
@alyaamira22,0,ada darius woyyy adegan demi adegan seru bgt padahal baru cuplikann ajah harus di share nihhhh ke mantan yang tukang selingkuhh wkwkwkk,positif
@AniNur-su1mb,0,wah kayanya bakalan seru si wajib nonton nih kalo udah tayang dibioskop,positif
@dapurpuyuh4654,0,weh bgus bgtt kaya bukan horror pada umumnyaaa cakep bgtt inii film masuk list sih haruss beneran ngangkat dari kisah masyarakat indonesia tukang selingkuh harus nonton nihh biar tobat wkwkwk,positif
@AniNur-ub1fy,0,wih horor baru lagi nih trailernya aja udah bikin kepo apa lagi nanti jalan ceritanya jadi gak sabar nunggu tanggal meinya,positif
@rifqiyoga9698,0,sepertinya film ini berbeda dari horor yang biasanyakali ini diperanin darius kayaknya sangat menarik buat ditonton,positif
@LimaGuling,0,wahhhhhhhh gila keren banget padahal baru liat trailer nya doang ini bakalan ada plot twist gak sih iya kn ahhhhh jadi kepo banget harus share ke temen jga sh ini apalagi tmen gua ada yang ngefans berat sma darius,positif
@aninur2569,0,dari tlailernya aja udah bagus filem horor kali ini pasti gak ngecewani deh,positif
@hutagalungArtaRaya,0,ceritanya nanggung ending membagongkan kek bakal ada yang kedua ni,netral
@arulsyahrulfauzi4203,0,keren ni pasti filmnya serem abis,positif
@dianhidayat7848,0,haha banyak nyindir para konten creator settingan yang gaya so berani padahal hanya seorang pengecut yang penakut,negatif
@wafiazhani2336,0,min mau nanya itu ada yang ke duanya ga soalnya itu baru warga yang keracunan klo ibu nya blm nih sama tamara nya blm sadar,netral
@saniamiraaa9,0,suka banget ada audiii aktingnya pecahhh,positif
@ceritaaisyah1436,0,gila keren,positif
@vhebrybagus5157,0,suntingny di dkt rmh bedeng gunung salak bogor,netral
@MuhammadDanu06,0,halo aku tamara mengejar penampakan hantu adalah hobi aku tamara lari dikejar hantu,netral
@adisschanell9203,0,ini seru tapi bener bikin mata pusing soalnya konsepnya gitu cameranya tidak tenang fiks maaf skip ajah,negatif
@themuchtars3828,0,tidak tergambarkan tema dr film nya pasar setannya tidak ada sm sekali,negatif
@ridhafauzi5083,0,bru nonton,netral
@muhammadhanif-ei4vb,0,gue udah nonton nilai menurut saya agak muter diawal di ulang lagi dengan cerita sama tapi ending alur yang berbeda over all jgn koment kalau belum tau ceritanya jelas kok arul ceritanya,netral
@VIBESDRAG,0,ya elah ending nya lanjut part barusan nonton semalam,netral
@user-pl5pb6bs7s,0,wajib nonton soal liat trailer nya aja udah seru gini apalagi full nya mantap,positif
@wrputra7906,0,film jelek horor tidak seru,negatif
@user-lu7pr8fw5e,0,kayak fim alas pati producer nya ga kreatif bosen sama alur film nya ynag monoton,negatif
@fajarnoviartha8238,0,tanya dong ini kisah nyatanya siapa or gimana,netral
@nazwakeishaoktaviani3027,0,film nya bagus menurut ku alurnya juga menarik dan durasi yang cukup panjang cuma masalahnya endingnya gantung,positif
@mfthhhh8678,0,kelanjutannya kapan nihhh,netral
@user-le7rp4qw4h,0,film nya bikin ngantuk oii,negatif
@Sarpinratinem27,0,mnrt q pasar setan tidak sedramatis it kakmrk aslinya it tidak punya garis bibirbajunya kuning semuadan mrk tidak seover it cra menakutinyajustru cara mrk uk menarik manusia msuk kealamnya it dengan cra sprti manusia juga cara kmniksinyagak seheboh in,netral
@antim1905,0,ceritanya ngegantung,netral
@RifqiAnisa-uv5hb,0,kita tunggu tanggal rilisnyafilm yang kelihatannya berbeda dengan film horror lainnya patut ditunggu,positif
@rakaveruska,0,isabelle adjani,netral
@Lala_Officia,0,ini film horor nya kayanya bagus cocok buat nobar sama teman,positif
@user-jy4cp8sl6v,0,bkx,netral
@rsboyfie,0,garapan falcon pasti ga pernah gagal si apa lagi ini genre horor kesukaan gua banget wajib nnton si ini mah,positif
@bagassyt1563,0,akhirnya yang ditunggu tunggu dari falcon muncul juga semoga filmnya sukses min gw ga sabar buat nonton,positif
@Alanazahir,0,biasanya kalo dari falcon bagus si film nya,positif
@vdntxz,0,bakal gw tunggu nih film dari trailernya aja udah bagus apa lagi ada darius aktor kesukaan gw,positif
